iter,normE,condJ,timestamp
0,5.1996189465793945,7097795291347.836,104398.361980164
1,0.00613540862898588,nan,104399.98401715
2,0.00020875287616814678,nan,104401.32021646
3,2.204667083473645e-06,nan,104403.048764018
4,3.525113935322767e-09,nan,104404.366199311
